customer_id,R,F,M,r,f,m,segment
680,311,1,21600.0,1,1,1,Спящие
681,338,1,420000.0,1,1,3,Под угрозой ухода
682,164,3,83000.0,2,3,2,Лояльные
683,148,2,449000.0,2,2,3,Лояльные
684,209,1,8100.0,1,1,1,Спящие
685,67,1,121500.0,3,1,2,Новые
686,106,2,186000.0,2,2,3,Лояльные
687,82,1,180000.0,2,1,3,Спящие
688,242,2,64800.0,1,2,2,Под угрозой ухода
689,249,2,228000.0,1,2,3,Под угрозой ухода
690,125,1,24000.0,2,1,1,Спящие
691,355,1,180000.0,1,1,3,Под угрозой ухода
692,72,1,14850.0,3,1,1,Новые
693,53,1,4950.0,3,1,1,Новые
694,12,4,141200.0,3,3,3,Чемпионы
695,20,1,180000.0,3,1,3,Новые
696,117,1,180000.0,2,1,3,Спящие
697,229,1,29000.0,1,1,1,Спящие
698,228,1,135000.0,1,1,2,Спящие
699,65,1,29000.0,3,1,1,Новые
700,3,1,16500.0,3,1,1,Новые
701,118,1,24000.0,2,1,1,Спящие
702,33,2,44000.0,3,2,2,Чемпионы
703,195,2,193000.0,2,2,3,Лояльные
704,189,3,436000.0,2,3,3,Лояльные
706,46,1,38000.0,3,1,1,Новые
707,118,1,52000.0,2,1,2,Спящие
708,244,1,52200.0,1,1,2,Спящие
709,51,1,5500.0,3,1,1,Новые
710,133,1,5400.0,2,1,1,Спящие
711,72,1,29000.0,3,1,1,Новые
712,98,1,180000.0,2,1,3,Спящие
713,277,1,420000.0,1,1,3,Под угрозой ухода
714,299,1,180000.0,1,1,3,Под угрозой ухода
715,11,3,480100.0,3,3,3,Чемпионы
716,171,2,438000.0,2,2,3,Лояльные
717,130,1,5500.0,2,1,1,Спящие
718,17,1,180000.0,3,1,3,Новые
719,130,4,58500.0,2,3,2,Лояльные
720,31,2,44100.0,3,2,2,Чемпионы
722,326,1,180000.0,1,1,3,Под угрозой ухода
723,123,1,45000.0,2,1,2,Спящие
724,192,2,16500.0,2,2,1,Лояльные
725,27,1,48000.0,3,1,2,Новые
726,166,1,114000.0,2,1,2,Спящие
727,167,1,114000.0,2,1,2,Спящие
728,24,1,64800.0,3,1,2,Новые
729,162,2,69000.0,2,2,2,Лояльные
730,162,1,5500.0,2,1,1,Спящие
731,216,2,390000.0,1,2,3,Под угрозой ухода
732,211,1,9000.0,1,1,1,Спящие
733,146,1,72000.0,2,1,2,Спящие
734,227,2,76000.0,1,2,2,Под угрозой ухода
736,244,2,449000.0,1,2,3,Под угрозой ухода
737,46,1,14400.0,3,1,1,Новые
739,51,1,43200.0,3,1,2,Новые
741,237,3,502000.0,1,3,3,Под угрозой ухода
742,246,1,8100.0,1,1,1,Спящие
743,289,1,52000.0,1,1,2,Спящие
744,71,1,114000.0,3,1,2,Новые
745,8,2,70000.0,3,2,2,Чемпионы
747,151,1,29000.0,2,1,1,Спящие
748,7,3,604400.0,3,3,3,Чемпионы
749,36,1,46800.0,3,1,2,Новые
750,309,2,119000.0,1,2,2,Под угрозой ухода
751,12,1,90000.0,3,1,2,Новые
752,6,1,135000.0,3,1,2,Новые
753,166,1,5500.0,2,1,1,Спящие
756,330,1,38000.0,1,1,1,Спящие
757,77,1,38000.0,3,1,1,Новые
758,233,1,24000.0,1,1,1,Спящие
759,68,2,26400.0,3,2,1,Лояльные
760,262,1,26100.0,1,1,1,Спящие
761,46,1,5400.0,3,1,1,Новые
762,265,1,38000.0,1,1,1,Спящие
763,12,1,41600.0,3,1,2,Новые
765,253,1,52000.0,1,1,2,Спящие
767,236,1,52000.0,1,1,2,Спящие
768,155,1,18000.0,2,1,1,Спящие
770,90,3,243000.0,2,3,3,Лояльные
771,95,2,558000.0,2,2,3,Лояльные
772,109,2,189000.0,2,2,3,Лояльные
773,256,1,16500.0,1,1,1,Спящие
775,351,1,114000.0,1,1,2,Спящие
776,58,2,232000.0,3,2,3,Чемпионы
777,257,1,40500.0,1,1,1,Спящие
778,238,1,29000.0,1,1,1,Спящие
779,12,1,180000.0,3,1,3,Новые
780,109,1,52000.0,2,1,2,Спящие
781,113,1,45000.0,2,1,2,Спящие
782,179,1,180000.0,2,1,3,Спящие
783,15,4,252700.0,3,3,3,Чемпионы
785,322,1,5500.0,1,1,1,Спящие
786,362,1,52000.0,1,1,2,Спящие
787,246,1,29000.0,1,1,1,Спящие
788,253,1,81000.0,1,1,2,Спящие
789,42,1,9000.0,3,1,1,Новые
790,90,2,33900.0,2,2,1,Лояльные
791,91,1,180000.0,2,1,3,Спящие
792,94,1,29000.0,2,1,1,Спящие
793,172,1,24000.0,2,1,1,Спящие
794,19,1,40500.0,3,1,1,Новые
795,208,3,804000.0,1,3,3,Под угрозой ухода
796,275,2,110000.0,1,2,2,Под угрозой ухода
797,5,3,39000.0,3,3,1,Лояльные
798,8,4,359100.0,3,3,3,Чемпионы
799,120,1,16500.0,2,1,1,Спящие
800,247,1,29000.0,1,1,1,Спящие
801,265,2,55100.0,1,2,2,Под угрозой ухода
802,288,3,433950.0,1,3,3,Под угрозой ухода
803,74,1,16200.0,3,1,1,Новые
805,133,1,24000.0,2,1,1,Спящие
806,253,2,301500.0,1,2,3,Под угрозой ухода
807,137,3,146800.0,2,3,3,Лояльные
808,70,1,52200.0,3,1,2,Новые
809,2,8,868000.0,3,3,3,Чемпионы
810,65,2,267000.0,3,2,3,Чемпионы
811,71,3,484800.0,3,3,3,Чемпионы
812,282,2,261000.0,1,2,3,Под угрозой ухода
813,152,1,9000.0,2,1,1,Спящие
814,57,2,540000.0,3,2,3,Чемпионы
815,166,1,45000.0,2,1,2,Спящие
816,76,2,237600.0,3,2,3,Чемпионы
817,13,1,29000.0,3,1,1,Новые
818,181,1,18000.0,2,1,1,Спящие
819,297,2,144000.0,1,2,3,Под угрозой ухода
820,58,1,10800.0,3,1,1,Новые
821,347,1,29000.0,1,1,1,Спящие
822,124,2,558000.0,2,2,3,Лояльные
823,169,1,29000.0,2,1,1,Спящие
824,18,1,6000.0,3,1,1,Новые
826,321,1,14850.0,1,1,1,Спящие
827,36,1,87000.0,3,1,2,Новые
828,104,2,105000.0,2,2,2,Лояльные
829,200,1,420000.0,1,1,3,Под угрозой ухода
830,308,1,27000.0,1,1,1,Спящие
831,32,2,91800.0,3,2,2,Чемпионы
832,312,1,420000.0,1,1,3,Под угрозой ухода
833,316,1,180000.0,1,1,3,Под угрозой ухода
834,130,2,57400.0,2,2,2,Лояльные
835,318,1,180000.0,1,1,3,Под угрозой ухода
836,212,2,144000.0,1,2,3,Под угрозой ухода
837,41,4,697400.0,3,3,3,Чемпионы
838,222,1,45000.0,1,1,2,Спящие
839,76,2,196500.0,3,2,3,Чемпионы
840,316,1,52000.0,1,1,2,Спящие
841,44,1,52000.0,3,1,2,Новые
842,125,1,12000.0,2,1,1,Спящие
843,86,2,45000.0,2,2,2,Лояльные
844,194,1,12000.0,2,1,1,Спящие
846,191,2,69000.0,2,2,2,Лояльные
847,118,1,29000.0,2,1,1,Спящие
848,27,3,144000.0,3,3,3,Чемпионы
849,109,1,378000.0,2,1,3,Спящие
850,185,3,145600.0,2,3,3,Лояльные
851,149,2,57800.0,2,2,2,Лояльные
852,262,1,420000.0,1,1,3,Под угрозой ухода
853,7,1,87000.0,3,1,2,Новые
854,90,2,76000.0,2,2,2,Лояльные
855,206,1,6000.0,1,1,1,Спящие
856,136,2,185500.0,2,2,3,Лояльные
857,201,1,135000.0,1,1,2,Спящие
858,85,3,479600.0,2,3,3,Лояльные
859,30,2,188100.0,3,2,3,Чемпионы
860,46,3,161000.0,3,3,3,Чемпионы
861,82,3,246850.0,2,3,3,Лояльные
862,177,1,16500.0,2,1,1,Спящие
863,51,1,29000.0,3,1,1,Новые
864,232,1,420000.0,1,1,3,Под угрозой ухода
865,24,1,6000.0,3,1,1,Новые
866,30,1,38000.0,3,1,1,Новые
867,187,1,21600.0,2,1,1,Спящие
868,302,2,30000.0,1,2,1,Под угрозой ухода
869,90,1,52000.0,2,1,2,Спящие
870,8,4,147600.0,3,3,3,Чемпионы
871,12,1,52000.0,3,1,2,Новые
872,45,2,45000.0,3,2,2,Чемпионы
873,22,4,191100.0,3,3,3,Чемпионы
874,180,2,426000.0,2,2,3,Лояльные
875,186,1,46800.0,2,1,2,Спящие
876,254,1,38000.0,1,1,1,Спящие
877,211,2,189000.0,1,2,3,Под угрозой ухода
878,135,3,300000.0,2,3,3,Лояльные
880,26,1,72000.0,3,1,2,Новые
881,210,2,294000.0,1,2,3,Под угрозой ухода
883,239,1,40500.0,1,1,1,Спящие
884,256,2,76000.0,1,2,2,Под угрозой ухода
885,76,5,698100.0,3,3,3,Чемпионы
886,130,1,72000.0,2,1,2,Спящие
887,3,1,336000.0,3,1,3,Новые
889,304,1,12000.0,1,1,1,Спящие
890,169,1,87000.0,2,1,2,Спящие
891,229,1,420000.0,1,1,3,Под угрозой ухода
892,34,1,38000.0,3,1,1,Новые
893,163,1,27000.0,2,1,1,Спящие
894,108,2,64000.0,2,2,2,Лояльные
896,58,1,46800.0,3,1,2,Новые
897,194,2,465000.0,2,2,3,Лояльные
898,173,1,38000.0,2,1,1,Спящие
900,144,1,180000.0,2,1,3,Спящие
901,2,1,135000.0,3,1,2,Новые
902,269,1,45000.0,1,1,2,Спящие
903,291,1,87000.0,1,1,2,Спящие
904,45,1,68400.0,3,1,2,Новые
905,302,3,164500.0,1,3,3,Под угрозой ухода
906,140,1,45000.0,2,1,2,Спящие
907,59,2,186000.0,3,2,3,Чемпионы
908,1,1,48000.0,3,1,2,Новые
909,316,1,180000.0,1,1,3,Под угрозой ухода
910,118,3,533100.0,2,3,3,Лояльные
911,89,1,420000.0,2,1,3,Спящие
912,23,2,76000.0,3,2,2,Чемпионы
913,27,3,124450.0,3,3,2,Чемпионы
914,207,2,182400.0,1,2,3,Под угрозой ухода
916,130,1,9000.0,2,1,1,Спящие
917,193,2,432000.0,2,2,3,Лояльные
918,101,4,656000.0,2,3,3,Лояльные
919,130,1,4950.0,2,1,1,Спящие
920,309,2,119500.0,1,2,2,Под угрозой ухода
921,234,1,52000.0,1,1,2,Спящие
922,4,1,52000.0,3,1,2,Новые
923,14,2,57500.0,3,2,2,Чемпионы
924,44,4,82800.0,3,3,2,Чемпионы
925,67,1,6000.0,3,1,1,Новые
926,18,2,66600.0,3,2,2,Чемпионы
927,116,3,176500.0,2,3,3,Лояльные
928,93,1,40500.0,2,1,1,Спящие
930,122,3,471000.0,2,3,3,Лояльные
931,24,1,162000.0,3,1,3,Новые
932,194,2,209000.0,2,2,3,Лояльные
933,231,1,24000.0,1,1,1,Спящие
934,67,2,56000.0,3,2,2,Чемпионы
935,44,1,336000.0,3,1,3,Новые
936,36,1,38000.0,3,1,1,Новые
937,2,5,193200.0,3,3,3,Чемпионы
938,176,1,64800.0,2,1,2,Спящие
940,313,1,72000.0,1,1,2,Спящие
941,25,1,162000.0,3,1,3,Новые
943,231,1,52000.0,1,1,2,Спящие
944,160,3,72000.0,2,3,2,Лояльные
945,66,1,29000.0,3,1,1,Новые
947,35,1,420000.0,3,1,3,Новые
948,160,6,820200.0,2,3,3,Лояльные
950,254,1,48000.0,1,1,2,Спящие
951,33,1,26100.0,3,1,1,Новые
952,223,1,5400.0,1,1,1,Спящие
953,322,1,24000.0,1,1,1,Спящие
954,278,1,420000.0,1,1,3,Под угрозой ухода
955,5,1,38000.0,3,1,1,Новые
956,303,3,100300.0,1,3,2,Под угрозой ухода
957,117,1,420000.0,2,1,3,Спящие
958,91,1,180000.0,2,1,3,Спящие
959,7,1,180000.0,3,1,3,Новые
960,146,1,420000.0,2,1,3,Спящие
961,241,1,18000.0,1,1,1,Спящие
963,153,2,22000.0,2,2,1,Лояльные
964,293,1,6000.0,1,1,1,Спящие
965,329,1,5400.0,1,1,1,Спящие
966,27,1,144000.0,3,1,3,Новые
967,227,2,102000.0,1,2,2,Под угрозой ухода
968,154,1,11000.0,2,1,1,Спящие
969,111,3,236000.0,2,3,3,Лояльные
970,302,1,16500.0,1,1,1,Спящие
971,138,1,420000.0,2,1,3,Спящие
972,214,1,18000.0,1,1,1,Спящие
973,41,2,170800.0,3,2,3,Чемпионы
974,6,1,64800.0,3,1,2,Новые
975,207,1,180000.0,1,1,3,Под угрозой ухода
976,219,1,52000.0,1,1,2,Спящие
977,188,5,183100.0,2,3,3,Лояльные
978,213,2,141000.0,1,2,3,Под угрозой ухода
979,105,1,29000.0,2,1,1,Спящие
980,358,1,24000.0,1,1,1,Спящие
981,171,3,61100.0,2,3,2,Лояльные
982,51,2,87000.0,3,2,2,Чемпионы
983,117,1,68400.0,2,1,2,Спящие
985,227,3,55900.0,1,3,2,Под угрозой ухода
986,159,1,16200.0,2,1,1,Спящие
987,103,1,52000.0,2,1,2,Спящие
988,153,1,8100.0,2,1,1,Спящие
989,40,1,52000.0,3,1,2,Новые
990,66,3,258000.0,3,3,3,Чемпионы
991,276,1,29000.0,1,1,1,Спящие
992,33,1,5400.0,3,1,1,Новые
993,34,1,24000.0,3,1,1,Новые
994,240,1,6000.0,1,1,1,Спящие
995,133,1,52000.0,2,1,2,Спящие
996,331,1,38000.0,1,1,1,Спящие
997,271,1,24000.0,1,1,1,Спящие
998,1,1,180000.0,3,1,3,Новые
999,180,1,5500.0,2,1,1,Спящие
1000,115,3,23400.0,2,3,1,Лояльные
1001,222,1,45000.0,1,1,2,Спящие
1002,185,3,572000.0,2,3,3,Лояльные
1003,94,1,420000.0,2,1,3,Спящие
1004,61,1,64800.0,3,1,2,Новые
1005,95,1,114000.0,2,1,2,Спящие
1006,69,1,9000.0,3,1,1,Новые
1007,308,1,87000.0,1,1,2,Спящие
1008,303,1,5400.0,1,1,1,Спящие
1009,341,1,12000.0,1,1,1,Спящие
1010,327,2,32500.0,1,2,1,Под угрозой ухода
1011,38,5,243000.0,3,3,3,Чемпионы
1012,335,2,81000.0,1,2,2,Под угрозой ухода
1013,22,1,52000.0,3,1,2,Новые
1014,72,1,5400.0,3,1,1,Новые
1015,317,1,40500.0,1,1,1,Спящие
1016,19,1,420000.0,3,1,3,Новые
1017,34,5,180000.0,3,3,3,Чемпионы
1018,3,4,258000.0,3,3,3,Чемпионы
1019,202,1,162000.0,1,1,3,Под угрозой ухода
1020,340,2,80400.0,1,2,2,Под угрозой ухода
1021,165,2,388800.0,2,2,3,Лояльные
1023,264,1,87000.0,1,1,2,Спящие
1025,346,1,5500.0,1,1,1,Спящие
1027,305,3,297000.0,1,3,3,Под угрозой ухода
1028,199,1,121500.0,2,1,2,Спящие
1029,148,4,211600.0,2,3,3,Лояльные
1030,283,1,162000.0,1,1,3,Под угрозой ухода
1031,238,1,16500.0,1,1,1,Спящие
1033,322,1,180000.0,1,1,3,Под угрозой ухода
1034,19,2,498000.0,3,2,3,Чемпионы
1036,294,1,135000.0,1,1,2,Спящие
1037,191,1,45000.0,2,1,2,Спящие
1038,193,1,52000.0,2,1,2,Спящие
1039,318,1,29000.0,1,1,1,Спящие
1041,131,1,52000.0,2,1,2,Спящие
1042,71,2,128000.0,3,2,2,Чемпионы
1043,91,2,162000.0,2,2,3,Лояльные
1044,253,3,99000.0,1,3,2,Под угрозой ухода
1045,95,5,631500.0,2,3,3,Лояльные
1046,284,2,238000.0,1,2,3,Под угрозой ухода
1047,181,3,171600.0,2,3,3,Лояльные
1048,181,1,11000.0,2,1,1,Спящие
1049,206,1,4950.0,1,1,1,Спящие
1050,227,6,292400.0,1,3,3,Под угрозой ухода
1051,71,1,21600.0,3,1,1,Новые
1052,114,1,5500.0,2,1,1,Спящие
1053,247,2,204000.0,1,2,3,Под угрозой ухода
1054,249,1,52000.0,1,1,2,Спящие
1055,24,2,76000.0,3,2,2,Чемпионы
1056,319,1,34200.0,1,1,1,Спящие
1057,225,2,472000.0,1,2,3,Под угрозой ухода
1058,19,2,13600.0,3,2,1,Лояльные
1059,164,2,447000.0,2,2,3,Лояльные
1060,331,1,420000.0,1,1,3,Под угрозой ухода
1061,161,1,52000.0,2,1,2,Спящие
1062,145,1,24000.0,2,1,1,Спящие
1063,253,3,372000.0,1,3,3,Под угрозой ухода
1064,94,4,518000.0,2,3,3,Лояльные
1065,231,1,52000.0,1,1,2,Спящие
1066,35,2,100000.0,3,2,2,Чемпионы
1067,163,1,24000.0,2,1,1,Спящие
1068,87,1,6000.0,2,1,1,Спящие
1069,85,1,27000.0,2,1,1,Спящие
1070,181,1,114000.0,2,1,2,Спящие
1072,149,1,29000.0,2,1,1,Спящие
1073,46,1,38000.0,3,1,1,Новые
1074,217,1,180000.0,1,1,3,Под угрозой ухода
1075,49,2,54000.0,3,2,2,Чемпионы
1076,246,1,58000.0,1,1,2,Спящие
1077,15,2,75200.0,3,2,2,Чемпионы
1078,336,1,72000.0,1,1,2,Спящие
1079,63,1,45000.0,3,1,2,Новые
1080,104,2,47000.0,2,2,2,Лояльные
1081,277,1,180000.0,1,1,3,Под угрозой ухода
1082,6,1,16200.0,3,1,1,Новые
1084,28,2,144000.0,3,2,3,Чемпионы
1085,113,1,52000.0,2,1,2,Спящие
1086,340,1,10800.0,1,1,1,Спящие
1087,246,1,9000.0,1,1,1,Спящие
1088,167,2,600000.0,2,2,3,Лояльные
1089,175,4,533800.0,2,3,3,Лояльные
1090,197,1,16500.0,2,1,1,Спящие
1091,1,1,87000.0,3,1,2,Новые
1092,2,2,171600.0,3,2,3,Чемпионы
1093,164,1,27000.0,2,1,1,Спящие
1094,60,1,24000.0,3,1,1,Новые
1095,289,1,29000.0,1,1,1,Спящие
1096,139,1,34200.0,2,1,1,Спящие
1097,27,1,21600.0,3,1,1,Новые
1098,72,1,72000.0,3,1,2,Новые
1099,30,4,613000.0,3,3,3,Чемпионы
1100,272,1,5500.0,1,1,1,Спящие
1101,92,2,29000.0,2,2,1,Лояльные
1102,6,1,29000.0,3,1,1,Новые
1103,66,1,46800.0,3,1,2,Новые
1104,48,1,6000.0,3,1,1,Новые
1105,106,1,9000.0,2,1,1,Спящие
1107,35,1,72000.0,3,1,2,Новые
1109,191,1,420000.0,2,1,3,Спящие
1110,235,1,8100.0,1,1,1,Спящие
1111,248,1,135000.0,1,1,2,Спящие
1112,140,1,5500.0,2,1,1,Спящие
1113,114,2,119000.0,2,2,2,Лояльные
1114,79,1,38000.0,3,1,1,Новые
1115,61,1,38400.0,3,1,1,Новые
1116,277,1,24000.0,1,1,1,Спящие
1117,218,3,252200.0,1,3,3,Под угрозой ухода
1118,5,4,585200.0,3,3,3,Чемпионы
1119,169,1,24000.0,2,1,1,Спящие
1120,314,1,378000.0,1,1,3,Под угрозой ухода
1121,117,1,180000.0,2,1,3,Спящие
1122,14,3,237800.0,3,3,3,Чемпионы
1123,285,1,16500.0,1,1,1,Спящие
1124,215,2,465000.0,1,2,3,Под угрозой ухода
1125,84,1,12000.0,2,1,1,Спящие
1126,237,1,46800.0,1,1,2,Спящие
1127,78,1,378000.0,3,1,3,Новые
1128,174,1,420000.0,2,1,3,Спящие
1129,24,1,76000.0,3,1,2,Новые
1130,249,2,50000.0,1,2,2,Под угрозой ухода
1131,210,1,162000.0,1,1,3,Под угрозой ухода
1132,261,2,226800.0,1,2,3,Под угрозой ухода
1133,22,3,490000.0,3,3,3,Чемпионы
1134,33,1,6000.0,3,1,1,Новые
1135,169,1,29000.0,2,1,1,Спящие
1136,140,2,63000.0,2,2,2,Лояльные
1137,225,1,9000.0,1,1,1,Спящие
1139,185,1,6000.0,2,1,1,Спящие
1140,55,1,87000.0,3,1,2,Новые
1141,164,1,420000.0,2,1,3,Спящие
1142,27,1,378000.0,3,1,3,Новые
1143,62,1,38000.0,3,1,1,Новые
1144,325,1,27000.0,1,1,1,Спящие
1145,266,5,754000.0,1,3,3,Под угрозой ухода
1146,1,2,282600.0,3,2,3,Чемпионы
1147,296,1,29000.0,1,1,1,Спящие
1148,279,1,420000.0,1,1,3,Под угрозой ухода
1149,226,3,645000.0,1,3,3,Под угрозой ухода
1150,13,1,58000.0,3,1,2,Новые
1151,41,1,34200.0,3,1,1,Новые
1152,202,1,9000.0,1,1,1,Спящие
1153,328,1,180000.0,1,1,3,Под угрозой ухода
1154,76,1,21600.0,3,1,1,Новые
1155,126,1,14850.0,2,1,1,Спящие
1156,2,1,52000.0,3,1,2,Новые
1157,146,1,87000.0,2,1,2,Спящие
1158,68,1,5500.0,3,1,1,Новые
1159,305,1,29000.0,1,1,1,Спящие
1160,303,2,201600.0,1,2,3,Под угрозой ухода
1161,179,1,378000.0,2,1,3,Спящие
1164,41,1,144000.0,3,1,3,Новые
1165,338,1,420000.0,1,1,3,Под угрозой ухода
1166,5,1,45000.0,3,1,2,Новые
1167,202,2,73800.0,1,2,2,Под угрозой ухода
1168,209,1,38000.0,1,1,1,Спящие
1169,6,1,144000.0,3,1,3,Новые
1170,153,2,131600.0,2,2,2,Лояльные
1171,106,2,600000.0,2,2,3,Лояльные
1172,25,2,61200.0,3,2,2,Чемпионы
1173,129,1,8100.0,2,1,1,Спящие
1174,112,2,72000.0,2,2,2,Лояльные
1176,196,1,24000.0,2,1,1,Спящие
1177,9,5,447000.0,3,3,3,Чемпионы
1178,110,3,222000.0,2,3,3,Лояльные
1179,308,3,866100.0,1,3,3,Под угрозой ухода
1180,109,2,472000.0,2,2,3,Лояльные
1181,121,1,38000.0,2,1,1,Спящие
1182,301,1,45000.0,1,1,2,Спящие
1183,36,2,61000.0,3,2,2,Чемпионы
1184,19,3,102800.0,3,3,2,Чемпионы
1186,11,1,90000.0,3,1,2,Новые
1187,330,1,38000.0,1,1,1,Спящие
1188,248,1,29000.0,1,1,1,Спящие
1189,17,1,24300.0,3,1,1,Новые
1190,100,1,420000.0,2,1,3,Спящие
1191,16,1,6000.0,3,1,1,Новые
1192,26,1,23200.0,3,1,1,Новые
1193,249,1,6000.0,1,1,1,Спящие
1194,197,2,94800.0,2,2,2,Лояльные
1195,125,2,555000.0,2,2,3,Лояльные
1196,101,3,484000.0,2,3,3,Лояльные
1197,211,1,38000.0,1,1,1,Спящие
1199,20,1,420000.0,3,1,3,Новые
1200,77,1,46800.0,3,1,2,Новые
1201,212,1,420000.0,1,1,3,Под угрозой ухода
1202,186,1,18000.0,2,1,1,Спящие
1203,220,1,21600.0,1,1,1,Спящие
1204,23,1,4400.0,3,1,1,Новые
1205,240,1,72000.0,1,1,2,Спящие
1206,22,2,33400.0,3,2,1,Лояльные
1208,209,1,29000.0,1,1,1,Спящие
1209,161,1,87000.0,2,1,2,Спящие
1210,70,1,9000.0,3,1,1,Новые
1211,212,3,120800.0,1,3,2,Под угрозой ухода
1212,29,2,443200.0,3,2,3,Чемпионы
1213,102,1,27000.0,2,1,1,Спящие
1214,21,1,52000.0,3,1,2,Новые
1216,11,3,103750.0,3,3,2,Чемпионы
1217,12,1,180000.0,3,1,3,Новые
1218,238,2,57500.0,1,2,2,Под угрозой ухода
1219,16,4,238800.0,3,3,3,Чемпионы
1220,45,3,481000.0,3,3,3,Чемпионы
1221,301,1,48000.0,1,1,2,Спящие
1222,64,1,76000.0,3,1,2,Новые
1223,121,1,29000.0,2,1,1,Спящие
1225,263,2,465000.0,1,2,3,Под угрозой ухода
1226,263,1,16500.0,1,1,1,Спящие
1227,21,3,47000.0,3,3,2,Чемпионы
1228,119,3,87000.0,2,3,2,Лояльные
1229,42,1,18000.0,3,1,1,Новые
1230,332,2,70800.0,1,2,2,Под угрозой ухода
1231,161,3,89100.0,2,3,2,Лояльные
1232,295,2,472000.0,1,2,3,Под угрозой ухода
1233,9,4,532000.0,3,3,3,Чемпионы
1234,163,1,420000.0,2,1,3,Спящие
1235,111,3,480000.0,2,3,3,Лояльные
1236,91,1,180000.0,2,1,3,Спящие
1237,37,1,144000.0,3,1,3,Новые
1238,187,1,420000.0,2,1,3,Спящие
1239,32,3,99200.0,3,3,2,Чемпионы
1240,331,2,100000.0,1,2,2,Под угрозой ухода
1241,91,1,43200.0,2,1,2,Спящие
1243,108,1,420000.0,2,1,3,Спящие
1244,26,3,119000.0,3,3,2,Чемпионы
1245,296,1,21600.0,1,1,1,Спящие
1246,84,2,172000.0,2,2,3,Лояльные
1247,25,1,12000.0,3,1,1,Новые
1249,337,1,18000.0,1,1,1,Спящие
1250,271,2,56950.0,1,2,2,Под угрозой ухода
1251,5,1,45000.0,3,1,2,Новые
1252,260,1,5500.0,1,1,1,Спящие
1253,277,1,16500.0,1,1,1,Спящие
1254,300,2,234000.0,1,2,3,Под угрозой ухода
1255,19,1,41600.0,3,1,2,Новые
1258,211,1,24000.0,1,1,1,Спящие
1259,261,1,81000.0,1,1,2,Спящие
1260,98,1,180000.0,2,1,3,Спящие
1261,150,1,9000.0,2,1,1,Спящие
1262,109,1,46800.0,2,1,2,Спящие
1263,106,2,204000.0,2,2,3,Лояльные
1264,20,1,72000.0,3,1,2,Новые
1265,67,1,9000.0,3,1,1,Новые
1266,315,1,16200.0,1,1,1,Спящие
1267,309,1,5400.0,1,1,1,Спящие
1268,123,1,11000.0,2,1,1,Спящие
1269,112,2,54500.0,2,2,2,Лояльные
1270,339,1,162000.0,1,1,3,Под угрозой ухода
1271,18,1,336000.0,3,1,3,Новые
1273,353,1,18000.0,1,1,1,Спящие
1274,68,2,110000.0,3,2,2,Чемпионы
1275,13,1,68400.0,3,1,2,Новые
1276,172,1,27000.0,2,1,1,Спящие
1277,135,2,232000.0,2,2,3,Лояльные
1278,167,1,420000.0,2,1,3,Спящие
1279,119,2,39800.0,2,2,1,Лояльные
1280,307,1,162000.0,1,1,3,Под угрозой ухода
1281,186,3,488200.0,2,3,3,Лояльные
1282,101,2,63500.0,2,2,2,Лояльные
1283,271,1,24000.0,1,1,1,Спящие
1284,19,2,75800.0,3,2,2,Чемпионы
1285,297,1,180000.0,1,1,3,Под угрозой ухода
1286,153,1,45000.0,2,1,2,Спящие
1287,26,1,6000.0,3,1,1,Новые
1289,66,1,4950.0,3,1,1,Новые
1290,100,2,225000.0,2,2,3,Лояльные
1291,45,1,52000.0,3,1,2,Новые
1293,26,1,24000.0,3,1,1,Новые
1294,57,2,80950.0,3,2,2,Чемпионы
1295,300,2,186000.0,1,2,3,Под угрозой ухода
1296,117,1,38000.0,2,1,1,Спящие
1297,319,1,26100.0,1,1,1,Спящие
1298,188,2,63300.0,2,2,2,Лояльные
1300,216,2,196200.0,1,2,3,Под угрозой ухода
1301,66,1,58000.0,3,1,2,Новые
1302,116,2,121000.0,2,2,2,Лояльные
1303,25,1,144000.0,3,1,3,Новые
1304,332,2,35100.0,1,2,1,Под угрозой ухода
1305,145,5,941500.0,2,3,3,Лояльные
1306,9,2,424400.0,3,2,3,Чемпионы
1307,230,1,24000.0,1,1,1,Спящие
1308,183,1,21600.0,2,1,1,Спящие
1309,118,3,259000.0,2,3,3,Лояльные
1310,47,1,45000.0,3,1,2,Новые
1312,23,1,180000.0,3,1,3,Новые
1313,35,1,72000.0,3,1,2,Новые
1314,96,1,34200.0,2,1,1,Спящие
1315,280,1,38000.0,1,1,1,Спящие
1316,21,2,88000.0,3,2,2,Чемпионы
1317,99,5,124950.0,2,3,2,Лояльные
1318,233,2,600000.0,1,2,3,Под угрозой ухода
1320,36,1,40500.0,3,1,1,Новые
1321,134,1,378000.0,2,1,3,Спящие
1323,89,1,45000.0,2,1,2,Спящие
1324,143,1,114000.0,2,1,2,Спящие
1325,97,1,5500.0,2,1,1,Спящие
1327,299,1,52000.0,1,1,2,Спящие
1328,36,2,78000.0,3,2,2,Чемпионы
1329,169,1,24000.0,2,1,1,Спящие
1330,8,1,45000.0,3,1,2,Новые
1331,181,1,135000.0,2,1,2,Спящие
1332,295,1,378000.0,1,1,3,Под угрозой ухода
1333,93,1,16500.0,2,1,1,Спящие
1334,79,4,106800.0,3,3,2,Чемпионы
1335,41,1,52000.0,3,1,2,Новые
